local - - [01/Dec/1994:00:01:39 -0700] "GET index.html HTTP/1.0" 200 3185
local - - [01/Dec/1994:00:01:40 -0700] "GET 2.gif HTTP/1.0" 200 2555
local - - [01/Dec/1994:00:01:41 -0700] "GET 3.gif HTTP/1.0" 200 36403
local - - [01/Dec/1994:00:01:42 -0700] "GET 4.gif HTTP/1.0" 200 441
local - - [01/Dec/1994:00:01:47 -0700] "GET index.html HTTP/1.0" 200 2712
local - - [01/Dec/1994:00:02:00 -0700] "GET 860.html HTTP/1.0" 200 1716
local - - [01/Dec/1994:00:02:05 -0700] "GET 1322.html HTTP/1.0" 200 2247
local - - [01/Dec/1994:00:02:18 -0700] "GET 1710.html HTTP/1.0" 200 1277
local - - [01/Dec/1994:00:02:19 -0700] "GET 1711.gif HTTP/1.0" 200 21029
local - - [01/Dec/1994:00:04:07 -0700] "GET 1718.jpg HTTP/1.0" 200 55124
local - - [01/Dec/1994:00:56:26 -0700] "GET index.html HTTP/1.0" 200 3185
local - - [01/Dec/1994:00:56:41 -0700] "GET index.html HTTP/1.0" 200 3185
remote - - [01/Dec/1994:01:11:18 -0700] "GET 974.html HTTP/1.0" 200 3644
local - - [01/Dec/1994:01:13:20 -0700] "GET index.html HTTP/1.0" 200 2712
local - - [01/Dec/1994:01:13:29 -0700] "GET 1322.html HTTP/1.0" 200 2247
remote - - [01/Dec/1994:01:18:49 -0700] "GET 151.html HTTP/1.0" 200 2323
remote - - [01/Dec/1994:01:41:07 -0700] "GET index.html HTTP/1.0" 200 3185
remote - - [01/Dec/1994:01:41:20 -0700] "GET index.html HTTP/1.0" 200 732
remote - - [01/Dec/1994:01:41:24 -0700] "GET index.html HTTP/1.0" 200 299
remote - - [01/Dec/1994:01:41:27 -0700] "GET index.html HTTP/1.0" 200 1180
remote - - [01/Dec/1994:01:47:31 -0700] "GET index.html HTTP/1.0" 200 3185
local - - [01/Dec/1994:02:08:01 -0700] "GET 1768.html HTTP/1.0" 404 -
local - - [01/Dec/1994:02:09:00 -0700] "GET 1768.html HTTP/1.0" 404 -
remote - - [01/Dec/1994:02:25:19 -0700] "GET index.html HTTP/1.0" 200 3185
remote - - [01/Dec/1994:02:25:28 -0700] "GET index.html HTTP/1.0" 200 3185
remote - - [01/Dec/1994:02:25:32 -0700] "GET 2.gif HTTP/1.0" 200 2555
remote - - [01/Dec/1994:02:25:44 -0700] "GET 5.html HTTP/1.0" 200 593
remote - - [01/Dec/1994:02:25:53 -0700] "GET 992.html HTTP/1.0" 200 788
remote - - [01/Dec/1994:02:25:56 -0700] "GET 3.gif HTTP/1.0" 200 36403
remote - - [01/Dec/1994:02:26:04 -0700] "GET 4.gif HTTP/1.0" 200 441
remote - - [01/Dec/1994:02:26:05 -0700] "GET 989.html HTTP/1.0" 200 731
remote - - [01/Dec/1994:02:26:21 -0700] "GET 990.html HTTP/1.0" 200 2153
remote - - [01/Dec/1994:02:27:01 -0700] "GET 39.html HTTP/1.0" 200 572
