remote - - [01/Nov/1994:00:00:42 -0700] "GET index.html HTTP/1.0" 404 -
local - - [01/Nov/1994:00:01:00 -0700] "GET 633.html HTTP/1.0" 200 1417
local - - [01/Nov/1994:00:01:47 -0700] "GET index.html HTTP/1.0" 302 -
local - - [01/Nov/1994:00:01:47 -0700] "GET index.html HTTP/1.0" 200 1407
local - - [01/Nov/1994:00:01:51 -0700] "GET 633.html HTTP/1.0" 200 1436
local - - [01/Nov/1994:00:02:12 -0700] "GET 606.html HTTP/1.0" 200 2981
local - - [01/Nov/1994:00:06:47 -0700] "GET index.html HTTP/1.0" 200 3185
local - - [01/Nov/1994:00:07:04 -0700] "GET 167.html HTTP/1.0" 200 1268
local - - [01/Nov/1994:00:07:11 -0700] "GET 170.html HTTP/1.0" 200 1461
local - - [01/Nov/1994:00:08:02 -0700] "GET 200.html HTTP/1.0" 200 1960
local - - [01/Nov/1994:00:08:47 -0700] "GET 200.html HTTP/1.0" 200 1960
local - - [01/Nov/1994:00:09:23 -0700] "GET 168.html HTTP/1.0" 200 2201
local - - [01/Nov/1994:00:09:53 -0700] "GET index.html HTTP/1.0" 200 3185
local - - [01/Nov/1994:00:09:53 -0700] "GET 2.gif HTTP/1.0" 200 2555
local - - [01/Nov/1994:00:09:55 -0700] "GET 3.gif HTTP/1.0" 200 36403
local - - [01/Nov/1994:00:09:57 -0700] "GET 4.gif HTTP/1.0" 200 441
local - - [01/Nov/1994:00:10:25 -0700] "GET 5.html HTTP/1.0" 200 2157
local - - [01/Nov/1994:00:10:39 -0700] "GET 149.html HTTP/1.0" 200 1253
local - - [01/Nov/1994:00:11:33 -0700] "GET 11.html HTTP/1.0" 200 1213
local - - [01/Nov/1994:00:11:38 -0700] "GET 11.html HTTP/1.0" 200 1213
remote - - [01/Nov/1994:00:11:45 -0700] "GET 465.ps HTTP/1.0" 200 8192
local - - [01/Nov/1994:00:12:28 -0700] "GET index.html HTTP/1.0" 200 3185
local - - [01/Nov/1994:00:14:41 -0700] "GET index.html HTTP/1.0" 200 5017
local - - [01/Nov/1994:00:15:03 -0700] "GET index.html HTTP/1.0" 200 3347
local - - [01/Nov/1994:00:15:45 -0700] "GET 219.html HTTP/1.0" 200 558
remote - - [01/Nov/1994:00:18:56 -0700] "GET 20.html HTTP/1.0" 200 1530
local - - [01/Nov/1994:00:22:27 -0700] "GET 298.html HTTP/1.0" 200 354
local - - [01/Nov/1994:00:23:39 -0700] "GET index.html HTTP/1.0" 302 -
local - - [01/Nov/1994:00:23:40 -0700] "GET index.html HTTP/1.0" 200 2857
local - - [01/Nov/1994:00:24:40 -0700] "GET index.html HTTP/1.0" 200 2857
remote - - [01/Nov/1994:01:59:08 -0700] "GET 303.html HTTP/1.0" 200 2830
remote - - [01/Nov/1994:01:59:12 -0700] "GET 304.xbm HTTP/1.0" 200 428
remote - - [01/Nov/1994:01:59:14 -0700] "GET 305.xbm HTTP/1.0" 200 437
remote - - [01/Nov/1994:01:59:50 -0700] "GET 627.html HTTP/1.0" 200 1524
